config_id,performance,budget,budget_used,total_wallclock_time,total_optimization_time,x0,x1
1,17.508299515778166,100,10000,5.564766883850098,0.00010395050048828125,-5.0,15.0
1,17.508299515778166,100,20000,11.1631178855896,0.003407001495361328,-5.0,15.0
287,5.040174632274421,100,30000,16.74027967453003,0.00662541389465332,3.4422110552764,0.0
287,5.040174632274421,100,39900,22.351505994796753,0.010477542877197266,3.4422110552764,0.0
