config_id,budget,performance,x0,x1
58,100,54.76396716690268,-5.0,10.7035175879397
59,100,55.74711250420893,-5.0,10.6281407035176
60,100,56.741621190925535,-5.0,10.5527638190955
61,100,57.74749322705251,-5.0,10.4773869346734
62,100,58.76472861258983,-5.0,10.4020100502513
63,100,59.7933273475389,-5.0,10.3266331658291
64,100,60.83328943189698,-5.0,10.251256281407
65,100,61.884614865665434,-5.0,10.1758793969849
66,100,62.94730364884425,-5.0,10.1005025125628
67,100,64.02135578143343,-5.0,10.0251256281407
68,100,65.10677126343298,-5.0,9.9497487437186
69,100,66.20355009484285,-5.0,9.8743718592965
70,100,67.31169227566313,-5.0,9.7989949748744
71,100,68.43119780589379,-5.0,9.7236180904523
72,100,69.56206668553479,-5.0,9.6482412060302
73,100,70.70429891458767,-5.0,9.572864321608
74,100,71.85789449304943,-5.0,9.4974874371859
75,100,73.02285342092155,-5.0,9.4221105527638
76,100,74.199175698204,-5.0,9.3467336683417
77,100,75.38686132489684,-5.0,9.2713567839196
78,100,76.58591030100007,-5.0,9.1959798994975
79,100,77.79632262651363,-5.0,9.1206030150754
80,100,79.0180983014376,-5.0,9.0452261306533
81,100,80.25123732577188,-5.0,8.9698492462312
82,100,81.49573969951824,-5.0,8.894472361809
83,100,82.75160542267326,-5.0,8.8190954773869
84,100,84.01883449523865,-5.0,8.7437185929648
85,100,85.29742691721447,-5.0,8.6683417085427
86,100,86.58738268860058,-5.0,8.5929648241206
87,100,87.88870180939713,-5.0,8.5175879396985
88,100,89.20138427960399,-5.0,8.4422110552764
89,100,90.52543009922121,-5.0,8.3668341708543
90,100,91.86083926824885,-5.0,8.2914572864322
91,100,93.20761178668859,-5.0,8.21608040201
92,100,94.56574765453698,-5.0,8.1407035175879
93,100,95.93524687179567,-5.0,8.0653266331658
94,100,97.31610943846479,-5.0,7.9899497487437
95,100,98.7083353545442,-5.0,7.9145728643216
96,100,100.11192462003399,-5.0,7.8391959798995
97,100,101.52687723493422,-5.0,7.7638190954774
98,100,102.95319319924472,-5.0,7.6884422110553
99,100,104.39087251296569,-5.0,7.6130653266332
100,100,105.83991517609692,-5.0,7.5376884422111
101,100,107.30032118864054,-5.0,7.4623115577889
102,100,108.77209055059254,-5.0,7.3869346733668
103,100,110.2552232619549,-5.0,7.3115577889447
104,100,111.74971932272769,-5.0,7.2361809045226
105,100,113.2555787329108,-5.0,7.1608040201005
106,100,114.77280149250426,-5.0,7.0854271356784
107,100,116.30138760150811,-5.0,7.0100502512563
108,100,117.84133705992232,-5.0,6.9346733668342
109,100,119.39264986774691,-5.0,6.8592964824121
110,100,120.95532602498393,-5.0,6.7839195979899
111,100,122.52936553162927,-5.0,6.7085427135678
112,100,124.11476838768496,-5.0,6.6331658291457
113,100,125.71153459315097,-5.0,6.5577889447236
114,100,127.3196641480274,-5.0,6.4824120603015
115,100,128.93915705231421,-5.0,6.4070351758794
116,100,130.57001330601133,-5.0,6.3316582914573
117,100,132.21223290911888,-5.0,6.2562814070352
118,100,133.86581586163672,-5.0,6.1809045226131
119,100,135.530762163565,-5.0,6.105527638191
120,100,137.20707181490582,-5.0,6.0301507537688
121,100,138.8947448156548,-5.0,5.9547738693467
122,100,140.59378116581416,-5.0,5.8793969849246
123,100,142.3041808653839,-5.0,5.8040201005025
124,100,144.025943914364,-5.0,5.7286432160804
125,100,145.75907031275443,-5.0,5.6532663316583
126,100,147.50356006055526,-5.0,5.5778894472362
127,100,149.25941315776643,-5.0,5.5025125628141
128,100,151.02662960438798,-5.0,5.427135678392
129,100,152.80520940042226,-5.0,5.3517587939698
130,100,154.59515254586455,-5.0,5.2763819095477
131,100,156.39645904071722,-5.0,5.2010050251256
132,100,158.2091288849802,-5.0,5.1256281407035
133,100,160.03316207865362,-5.0,5.0502512562814
134,100,161.86855862173738,-5.0,4.9748743718593
135,100,163.7153185142315,-5.0,4.8994974874372
136,100,165.573441756136,-5.0,4.8241206030151
137,100,167.44292834745082,-5.0,4.748743718593
138,100,169.32377828817602,-5.0,4.6733668341709
139,100,171.21599157831412,-5.0,4.5979899497487
140,100,173.1195682178601,-5.0,4.5226130653266
141,100,175.0345082068164,-5.0,4.4472361809045
142,100,176.96081154518313,-5.0,4.3718592964824
143,100,178.89847823296017,-5.0,4.2964824120603
144,100,180.84750827014756,-5.0,4.2211055276382
145,100,182.80790165674537,-5.0,4.1457286432161
146,100,184.77965839275353,-5.0,4.070351758794
147,100,186.76277847817204,-5.0,3.9949748743719
148,100,188.7572619130036,-5.0,3.9195979899497
149,100,190.76310869724284,-5.0,3.8442211055276
150,100,192.78031883089244,-5.0,3.7688442211055
151,100,194.8088923139525,-5.0,3.6934673366834
152,100,196.84882914642282,-5.0,3.6180904522613
153,100,198.90012932830354,-5.0,3.5427135678392
154,100,200.96279285959463,-5.0,3.4673366834171
155,100,203.0368197402961,-5.0,3.391959798995
156,100,205.12220997040794,-5.0,3.3165829145729
157,100,207.21896354993007,-5.0,3.2412060301508
158,100,209.32708047886547,-5.0,3.1658291457286
159,100,211.44656075720835,-5.0,3.0904522613065
160,100,213.57740438496165,-5.0,3.0150753768844
161,100,215.71961136212533,-5.0,2.9396984924623
162,100,217.87318168869936,-5.0,2.8643216080402
163,100,220.03811536468376,-5.0,2.7889447236181
164,100,222.21441239007848,-5.0,2.713567839196
165,100,224.4020727648836,-5.0,2.6381909547739
166,100,226.6010964890991,-5.0,2.5628140703518
167,100,228.8114835627279,-5.0,2.4874371859296
168,100,231.03323398576413,-5.0,2.4120603015075
169,100,233.26634775821074,-5.0,2.3366834170854
170,100,235.5108248800677,-5.0,2.2613065326633
171,100,237.766665351335,-5.0,2.1859296482412
172,100,240.0338691720127,-5.0,2.1105527638191
173,100,242.31243634210077,-5.0,2.035175879397
174,100,244.6023668615992,-5.0,1.9597989949749
175,100,246.903660730508,-5.0,1.8844221105528
176,100,249.2163179488271,-5.0,1.8090452261307
177,100,251.54033851655976,-5.0,1.7336683417085
178,100,253.87572243369962,-5.0,1.6582914572864
179,100,256.2224697002499,-5.0,1.5829145728643
180,100,258.58058031621056,-5.0,1.5075376884422
181,100,260.9500542815815,-5.0,1.4321608040201
182,100,263.3308915963629,-5.0,1.356783919598
183,100,265.7230922605546,-5.0,1.2814070351759
184,100,268.1266562741567,-5.0,1.2060301507538
185,100,270.54158363716914,-5.0,1.1306532663317
186,100,272.96787434959515,-5.0,1.0552763819095
187,100,275.4055284114284,-5.0,0.9798994974874
188,100,277.85454582267204,-5.0,0.9045226130653
189,100,280.3149265833259,-5.0,0.8291457286432
190,100,282.7866706933902,-5.0,0.7537688442211
191,100,285.2697781528648,-5.0,0.678391959799
192,100,287.7642489617499,-5.0,0.6030150753769
193,100,290.27008312004534,-5.0,0.5276381909548
194,100,292.78728062775104,-5.0,0.4522613065327
195,100,295.3158414848671,-5.0,0.3768844221106
196,100,297.85576569139704,-5.0,0.3015075376884
197,100,300.40705324733386,-5.0,0.2261306532663
198,100,302.9697041526812,-5.0,0.1507537688442
199,100,305.54371840743875,-5.0,0.0753768844221
200,100,10.960889035651505,10.0,0.0
201,100,10.151131665066885,9.9246231155779,0.0
202,100,9.408583926423297,9.8492462311558,0.0
203,100,8.73443880077146,9.7738693467337,0.0
204,100,8.129620003611457,9.6984924623116,0.0
205,100,7.594773182015637,9.6231155778894,0.0
206,100,7.130258764328201,9.5477386934673,0.0
207,100,6.7361465030377845,9.4723618090452,0.0
208,100,6.412211741827966,9.3969849246231,0.0
209,100,6.157933427994348,9.321608040201,0.0
210,100,5.972493881519933,9.2462311557789,0.0
211,100,5.854780322119597,9.1708542713568,0.0
212,100,5.803388145581631,9.0954773869347,0.0
213,100,5.816625930799828,9.0201005025126,0.0
214,100,5.892522149061498,8.9447236180905,0.0
215,100,6.028833537489614,8.8693467336683,0.0
216,100,6.223055089085058,8.7939698492462,0.0
217,100,6.47243160263885,8.7185929648241,0.0
218,100,6.773970726918629,8.643216080402,0.0
219,100,7.124457425054443,8.5678391959799,0.0
220,100,7.520469776979802,8.4924623115578,0.0
221,100,7.958396030186142,8.4170854271357,0.0
222,100,8.434452801960036,8.3417085427136,0.0
223,100,8.944704329732655,8.2663316582915,0.0
224,100,9.485082660219835,8.1909547738693,0.0
225,100,10.051408662694643,8.1155778894472,0.0
226,100,10.6394137470691,8.0402010050251,0.0
227,100,11.244762163434142,7.964824120603,0.0
228,100,11.863073756429696,7.8894472361809,0.0
229,100,12.489947045218898,7.8140703517588,0.0
230,100,13.12098249799638,7.7386934673367,0.0
231,100,13.75180586885494,7.6633165829146,0.0
232,100,14.378091464481017,7.5879396984925,0.0
233,100,14.995585208547599,7.5125628140704,0.0
234,100,15.600127372823156,7.4371859296482,0.0
235,100,16.187674845902063,7.3618090452261,0.0
236,100,16.754322813104846,7.286432160804,0.0
237,100,17.296325724412245,7.2110552763819,0.0
238,100,17.810117431368678,7.1356783919598,0.0
239,100,18.292330378593068,7.0603015075377,0.0
240,100,18.73981374090947,6.9849246231156,0.0
241,100,19.14965040309712,6.9095477386935,0.0
242,100,19.51917268583209,6.8341708542714,0.0
243,100,19.84597672851349,6.7587939698492,0.0
244,100,20.12793544729211,6.6834170854271,0.0
245,100,20.363209994719085,6.608040201005,0.0
246,100,20.550259655927064,6.5326633165829,0.0
247,100,20.687850125150007,6.4572864321608,0.0
248,100,20.775060115576807,6.3819095477387,0.0
249,100,20.811286265001897,6.3065326633166,0.0
250,100,20.79624630941372,6.2311557788945,0.0
251,100,20.729980506498325,6.1557788944724,0.0
252,100,20.612851300973766,6.0804020100502,0.0
253,100,20.44554123365708,6.0050251256281,0.0
254,100,20.22904910613557,5.929648241206,0.0
255,100,19.964684422826352,5.8542713567839,0.0
256,100,19.65406014198546,5.7788944723618,0.0
257,100,19.29908377683422,5.7035175879397,0.0
258,100,18.901946897339293,5.6281407035176,0.0
259,100,18.46511309226571,5.5527638190955,0.0
260,100,17.99130445986614,5.4773869346734,0.0
261,100,17.483486703925585,5.4020100502513,0.0
262,100,16.94485291980018,5.3266331658291,0.0
263,100,16.378806162533138,5.251256281407,0.0
264,100,15.788940896032685,5.1758793969849,0.0
265,100,15.179023428675809,5.1005025125628,0.0
266,100,14.552971446433462,5.0251256281407,0.0
267,100,13.914832759752162,4.9497487437186,0.0
268,100,13.268763384887702,4.8743718592965,0.0
269,100,12.619005084166645,4.7989949748744,0.0
270,100,11.969862492724026,4.7236180904523,0.0
271,100,11.325679961614426,4.6482412060302,0.0
272,100,10.690818248802952,4.572864321608,0.0
273,100,10.069631190412796,4.4974874371859,0.0
274,100,9.466442484700401,4.4221105527638,0.0
275,100,8.885522720618551,4.3467336683417,0.0
276,100,8.331066781409085,4.2713567839196,0.0
277,100,7.807171751555023,4.1959798994975,0.0
278,100,7.317815452557453,4.1206030150754,0.0
279,100,6.866835729431951,4.0452261306533,0.0
280,100,6.457910605556414,3.9698492462312,0.0
281,100,6.094539418570097,3.894472361809,0.0
282,100,5.780025044455576,3.8190954773869,0.0
283,100,5.517457310745716,3.7437185929648,0.0
284,100,5.3096976930615,3.6683417085427,0.0
285,100,5.159365381881383,3.5929648241206,0.0
286,100,5.0688247986718595,3.5175879396985,0.0
287,100,5.040174632274421,3.4422110552764,0.0
288,100,5.075238457811083,3.3668341708543,0.0
289,100,5.175556991383597,3.2914572864322,0.0
290,100,5.342382024552051,3.21608040201,0.0
291,100,5.576672073037362,3.1407035175879,0.0
292,100,5.879089764362165,3.0653266331658,0.0
293,100,6.25000097926119,2.9899497487437,0.0
294,100,6.68947575174019,2.9145728643216,0.0
295,100,7.1972909226707795,2.8391959798995,0.0
296,100,7.772934531851751,2.7638190954774,0.0
297,100,8.415611923594263,2.6884422110553,0.0
298,100,9.12425353115751,2.6130653266332,0.0
299,100,9.897524295827083,2.5376884422111,0.0
300,100,10.733834667146454,2.4623115577889,0.0
301,100,11.631353121824539,2.3869346733668,0.0
302,100,12.58802013024153,2.3115577889447,0.0
303,100,13.601563491215174,2.2361809045226,0.0
304,100,14.669514947958184,2.1608040201005,0.0
305,100,15.78922799085831,2.0854271356784,0.0
306,100,16.95789674598054,2.0100502512563,0.0
307,100,18.1725758420239,1.9346733668342,0.0
308,100,19.430201142908636,1.8592964824121,0.0
309,100,20.727611228255594,1.7839195979899,0.0
310,100,22.061569499759884,1.7085427135678,0.0
311,100,23.428786787943118,1.6331658291457,0.0
312,100,24.825944330866427,1.5577889447236,0.0
313,100,26.249716994334012,1.4824120603015,0.0
314,100,27.696796601709984,1.4070351758794,0.0
315,100,29.163915240860426,1.3316582914573,0.0
316,100,30.647868415860913,1.2562814070352,0.0
317,100,32.14553791199128,1.1809045226131,0.0
318,100,33.65391424416769,1.105527638191,0.0
319,100,35.17011856132969,1.0301507537688,0.0
320,100,36.69142388237552,0.9547738693467,0.0
321,100,38.215275543077254,0.8793969849246,0.0
322,100,39.73931073781782,0.8040201005025,0.0
323,100,41.261377045202835,0.7286432160804,0.0
324,100,42.77954983232867,0.6532663316583,0.0
325,100,44.29214843886984,0.5778894472362,0.0
326,100,45.797751049076815,0.5025125628141,0.0
327,100,47.29520816722632,0.427135678392,0.0
328,100,48.78365461999924,0.3517587939698,0.0
329,100,50.26252001761276,0.2763819095477,0.0
330,100,51.73153761432815,0.2010050251256,0.0
331,100,53.190751517975514,0.1256281407035,0.0
332,100,54.64052220758278,0.0502512562814,0.0
333,100,56.081530327762316,-0.0251256281407,0.0
334,100,57.51477873830887,-0.1005025125628,0.0
335,100,58.94159280736932,-0.1758793969849,0.0
336,100,60.363618946519225,-0.251256281407,0.0
337,100,61.782821396065565,-0.3266331658291,0.0
338,100,63.20147727883359,-0.4020100502513,0.0
339,100,64.62216995051617,-0.4773869346734,0.0
340,100,66.04778068437699,-0.5527638190955,0.0
341,100,67.48147873749235,-0.6281407035176,0.0
342,100,68.9267098549739,-0.7035175879397,0.0
343,100,70.38718327744448,-0.7788944723618,0.0
344,100,71.86685732555439,-0.8542713567839,0.0
345,100,73.36992364340253,-0.929648241206,0.0
346,100,74.90079019034422,-1.0050251256281,0.0
347,100,76.46406307777701,-1.0804020100503,0.0
348,100,78.06452735404037,-1.1557788944724,0.0
349,100,79.70712684658304,-1.2311557788945,0.0
350,100,81.39694317583255,-1.3065326633166,0.0
351,100,83.13917405997732,-1.3819095477387,0.0
352,100,84.93911103385688,-1.4572864321608,0.0
353,100,86.80211670849498,-1.5326633165829,0.0
354,100,88.73360170041958,-1.608040201005,0.0
355,100,90.73900136178712,-1.6834170854271,0.0
356,100,92.82375244346028,-1.7587939698492,0.0
357,100,94.99326982357293,-1.8341708542714,0.0
358,100,97.25292343372168,-1.9095477386935,0.0
359,100,99.60801551386457,-1.9849246231156,0.0
360,100,102.06375832503768,-2.0603015075377,0.0
361,100,104.62525244650178,-2.1356783919598,0.0
362,100,107.29746578055239,-2.2110552763819,0.0
363,100,110.08521338422732,-2.286432160804,0.0
364,100,112.99313824244699,-2.3618090452261,0.0
365,100,116.02569309177682,-2.4371859296482,0.0
366,100,119.18712339803852,-2.5125628140704,0.0
367,100,122.48145158441426,-2.5879396984925,0.0
368,100,125.91246259967608,-2.6633165829146,0.0
369,100,129.48369090841402,-2.7386934673367,0.0
370,100,133.19840897720763,-2.8140703517588,0.0
371,100,137.0596173221038,-2.8894472361809,0.0
372,100,141.07003617392357,-2.964824120603,0.0
373,100,145.2320988087325,-3.0402010050251,0.0
374,100,149.54794658134918,-3.1155778894472,0.0
375,100,154.01942569009742,-3.1909547738693,0.0
376,100,158.6480856911808,-3.2663316582915,0.0
377,100,163.4351797710792,-3.3417085427136,0.0
378,100,168.38166677551396,-3.4170854271357,0.0
379,100,173.48821498333442,-3.4924623115578,0.0
380,100,178.75520760398743,-3.5678391959799,0.0
381,100,184.18274996731293,-3.643216080402,0.0
382,100,189.77067836483982,-3.7185929648241,0.0
383,100,195.51857049237435,-3.7939698492462,0.0
384,100,201.42575743457556,-3.8693467336683,0.0
385,100,207.49133712346804,-3.9447236180905,0.0
386,100,213.7141891944108,-4.0201005025126,0.0
387,100,220.09299115527725,-4.0954773869347,0.0
388,100,226.62623577686114,-4.1708542713568,0.0
389,100,233.3122496058681,-4.2462311557789,0.0
390,100,240.14921249531145,-4.321608040201,0.0
391,100,247.13517804140412,-4.3969849246231,0.0
392,100,254.26809481089077,-4.4723618090452,0.0
393,100,261.54582823826496,-4.5477386934673,0.0
394,100,268.9661830685222,-4.6231155778894,0.0
395,100,276.52692621800344,-4.6984924623116,0.0
396,100,284.2258099234449,-4.7738693467337,0.0
397,100,292.0605950479186,-4.8492462311558,0.0
398,100,300.0290744111126,-4.9246231155779,0.0
