config_id,performance,budget,budget_used,total_wallclock_time,total_optimization_time,x0,x1
2,10.960889035651505,100,300,0.1647658348083496,9.012222290039062e-05,10.0,0.0
3,5.93132298356619,100,400,0.22229909896850586,0.0033359527587890625,10.0,5.0
