config_id,performance,budget,budget_used,total_wallclock_time,total_optimization_time,activation,batch_size,learning_rate,learning_rate_init,n_layer,n_neurons,solver
3,0.07679975239863823,100,1000,1.4477992057800293,1.4066696166992188e-05,logistic,30,constant,1.0,1,94,lbfgs
3,0.07679975239863823,100,2000,2.4437623023986816,0.005257129669189453,logistic,30,constant,1.0,1,94,lbfgs
3,0.07679975239863823,100,3000,3.492885112762451,0.007425069808959961,logistic,30,constant,1.0,1,94,lbfgs
3,0.07679975239863823,100,4000,4.5033252239227295,0.009734869003295898,logistic,30,constant,1.0,1,94,lbfgs
3,0.07679975239863823,100,5000,5.4955010414123535,0.012119054794311523,logistic,30,constant,1.0,1,94,lbfgs
3,0.07679975239863823,100,6000,6.483547210693359,0.01453542709350586,logistic,30,constant,1.0,1,94,lbfgs
3,0.07679975239863823,100,7000,7.416758060455322,0.01712632179260254,logistic,30,constant,1.0,1,94,lbfgs
